codigo_escola,regiao,uf,dependencia_administrativa,localizacao,etapa_ensino,numero_alunos,numero_professores,pct_prof_ensino_superior,tem_biblioteca,tem_lab_informatica,tem_lab_ciencias,tem_quadra_esportes,tem_internet,tem_agua_potavel,tem_energia_eletrica,tem_jornada_estendida,taxa_aprovacao,nivel_socioeconomico,ideb
100946,Nordeste,PB,Municipal,Urbana,Anos Iniciais,608,24,0.8,1,0,1,1,1,1,1,0,0.805,3.39,6.47
100947,Nordeste,PI,Municipal,Urbana,Ensino Médio,105,6,0.732,0,0,0,0,0,1,1,1,0.885,3.75,6.62
100948,Sudeste,SP,Privada,Urbana,Anos Finais,722,44,0.864,0,1,1,0,1,1,1,0,0.961,5.46,7.18
100949,Sul,RS,Municipal,Rural,Anos Finais,1527,107,0.607,0,0,1,0,1,1,0,0,0.651,2.41,5.66
100950,Centro-Oeste,GO,Municipal,Urbana,Ensino Médio,32,3,0.811,0,1,0,1,0,1,1,0,0.882,4.31,6.56
100951,Sudeste,ES,Municipal,Rural,Anos Iniciais,136,8,0.823,0,0,1,0,0,0,1,0,0.839,2.16,5.15
100952,Nordeste,PI,Privada,Urbana,Anos Finais,817,39,0.889,1,1,1,1,1,1,1,1,0.832,4.63,7.29
100953,Nordeste,PB,Municipal,Urbana,Ensino Médio,112,4,0.708,0,0,0,1,1,0,1,0,0.873,4.18,6.06
100954,Sul,PR,Municipal,Urbana,Anos Finais,80,4,0.849,1,0,0,0,1,1,1,0,0.885,4.92,7.33
100955,Sudeste,ES,Privada,Urbana,Anos Iniciais,243,14,0.776,1,1,1,1,1,1,1,1,0.821,7.0,7.95
100956,Sudeste,MG,Municipal,Urbana,Ensino Médio,587,46,0.755,0,0,0,1,0,1,1,0,0.876,2.47,5.64
100957,Sudeste,RJ,Estadual,Urbana,Ensino Médio,1045,51,0.917,0,0,0,0,1,1,1,0,0.79,4.35,6.12
100958,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,225,16,0.686,0,0,0,1,1,0,1,0,0.725,3.31,5.67
100959,Sudeste,MG,Municipal,Urbana,Anos Iniciais,339,23,0.742,1,0,0,0,0,0,1,0,0.854,2.61,5.93
100960,Sudeste,ES,Municipal,Urbana,Anos Iniciais,153,6,0.592,0,0,0,0,0,0,1,0,0.796,2.96,6.05
100961,Sudeste,MG,Estadual,Urbana,Anos Iniciais,211,10,0.816,1,1,0,0,1,1,1,0,0.852,3.84,6.26
100962,Centro-Oeste,MT,Estadual,Urbana,Ensino Médio,324,12,0.826,0,1,0,1,1,0,1,0,0.878,4.59,6.44
100963,Nordeste,SE,Privada,Urbana,Ensino Médio,506,22,0.993,0,1,0,0,1,1,1,0,0.939,5.07,7.12
100964,Nordeste,PE,Estadual,Urbana,Anos Iniciais,208,8,0.701,1,1,0,0,1,1,1,1,0.906,4.51,7.61
100965,Sudeste,RJ,Privada,Urbana,Anos Iniciais,157,6,0.817,1,1,0,0,1,1,1,0,1.0,6.21,8.05
100966,Sudeste,ES,Estadual,Rural,Anos Iniciais,197,9,0.82,0,0,0,0,1,0,1,1,0.865,3.27,6.4
100967,Sudeste,RJ,Municipal,Urbana,Ensino Médio,287,25,0.69,1,1,1,0,0,0,1,0,0.841,2.81,6.45
100968,Sudeste,MG,Municipal,Rural,Anos Iniciais,594,30,0.593,0,0,0,0,0,1,0,0,0.869,4.53,5.76
100969,Sul,PR,Estadual,Urbana,Ensino Médio,331,27,0.825,1,1,0,1,1,1,1,0,0.813,4.34,6.51
100970,Nordeste,CE,Estadual,Urbana,Anos Iniciais,605,25,0.929,0,0,0,1,1,1,1,0,0.856,5.49,6.84
100971,Nordeste,MA,Municipal,Urbana,Anos Finais,265,13,0.711,0,0,0,1,1,1,0,0,0.877,4.05,6.27
100972,Nordeste,MA,Municipal,Rural,Anos Iniciais,138,6,0.67,0,0,0,0,1,1,1,0,1.0,2.46,6.41
100973,Sul,RS,Municipal,Rural,Anos Finais,465,24,0.673,1,0,0,0,0,0,0,0,0.927,3.32,6.02
100974,Norte,RR,Municipal,Rural,Anos Iniciais,321,18,0.759,0,1,0,0,0,0,0,0,1.0,2.24,5.69
100975,Centro-Oeste,GO,Estadual,Urbana,Ensino Médio,93,4,0.872,1,1,1,1,0,0,1,0,0.869,3.93,6.48
100976,Nordeste,PB,Privada,Urbana,Anos Iniciais,258,10,0.8,1,1,0,1,1,1,1,1,0.891,5.43,7.15
100977,Sudeste,SP,Municipal,Rural,Anos Finais,307,17,0.632,1,0,1,0,0,1,0,0,0.809,2.52,5.57
100978,Nordeste,PI,Municipal,Urbana,Ensino Médio,152,15,0.676,1,0,0,0,0,1,1,0,0.94,3.82,6.42
100979,Sudeste,ES,Estadual,Rural,Anos Iniciais,288,11,0.797,1,0,1,1,1,1,0,0,0.853,3.04,5.59
100980,Sudeste,SP,Privada,Urbana,Anos Iniciais,198,8,1.0,0,1,1,0,1,1,1,0,0.833,6.01,7.29
100981,Sudeste,ES,Estadual,Urbana,Anos Iniciais,294,14,0.969,1,1,0,1,0,1,1,0,0.857,3.81,6.51
100982,Nordeste,PE,Municipal,Rural,Anos Iniciais,808,59,0.686,0,0,0,0,1,0,0,0,0.767,3.96,5.4
100983,Sudeste,RJ,Municipal,Urbana,Anos Finais,1014,51,0.671,0,0,0,1,1,1,1,0,0.73,5.02,6.68
100984,Sudeste,RJ,Municipal,Rural,Anos Finais,332,14,0.669,1,0,0,1,0,0,1,1,0.777,3.26,6.02
100985,Nordeste,BA,Municipal,Rural,Anos Iniciais,131,9,0.856,0,1,0,1,0,1,0,0,0.983,2.24,5.63
100986,Sudeste,MG,Estadual,Urbana,Anos Iniciais,1298,43,0.972,1,0,0,0,1,1,1,0,0.862,4.73,6.46
100987,Sul,RS,Estadual,Urbana,Anos Iniciais,181,8,0.807,0,1,0,0,1,1,1,0,0.929,3.25,6.27
100988,Nordeste,PI,Privada,Urbana,Anos Iniciais,134,6,0.961,1,1,0,1,1,1,1,0,0.763,6.09,7.96
100989,Nordeste,BA,Municipal,Urbana,Anos Iniciais,264,12,0.63,0,0,0,1,0,1,1,0,0.862,4.53,6.31
100990,Nordeste,PI,Municipal,Rural,Anos Iniciais,230,16,0.654,0,0,0,0,1,0,1,1,0.875,2.92,5.83
100991,Nordeste,SE,Municipal,Urbana,Anos Finais,178,11,0.838,0,0,1,0,0,0,1,0,0.836,4.78,6.56
100992,Sul,RS,Municipal,Rural,Anos Finais,62,3,0.752,0,1,0,1,0,1,1,1,0.914,2.97,6.51
100993,Sul,PR,Estadual,Rural,Anos Iniciais,169,8,0.858,0,1,0,0,0,1,0,0,0.831,3.4,6.08
100994,Sudeste,ES,Municipal,Urbana,Anos Finais,476,18,0.718,1,1,0,0,0,1,1,0,0.944,4.96,7.01
100995,Sudeste,RJ,Municipal,Rural,Anos Finais,164,7,0.762,0,0,1,0,1,1,0,0,0.766,4.24,6.37
100996,Norte,RO,Estadual,Urbana,Anos Iniciais,121,7,0.637,1,1,1,1,1,1,1,0,0.841,3.97,7.6
100997,Norte,AC,Municipal,Rural,Ensino Médio,68,4,0.781,0,0,0,0,1,0,1,0,0.868,3.56,5.77
100998,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,142,12,0.616,0,0,1,0,0,0,0,0,0.917,3.31,5.87
100999,Sudeste,MG,Estadual,Urbana,Anos Iniciais,60,3,0.811,1,0,0,0,1,1,1,0,0.812,5.14,6.71
101000,Sudeste,RJ,Municipal,Rural,Anos Iniciais,246,12,0.649,0,0,0,0,1,0,0,0,0.859,3.01,5.49
101001,Sudeste,ES,Privada,Urbana,Anos Iniciais,283,14,0.743,1,0,0,1,1,1,1,0,0.81,6.53,7.41
101002,Sudeste,RJ,Municipal,Rural,Anos Finais,401,20,0.821,0,0,0,0,0,1,1,0,0.835,2.52,5.45
101003,Sudeste,MG,Estadual,Urbana,Anos Iniciais,496,25,0.864,0,1,0,0,1,1,1,0,0.842,3.8,6.6
101004,Sul,RS,Estadual,Urbana,Anos Iniciais,487,26,0.832,1,0,0,0,1,1,1,0,0.754,3.24,5.82
101005,Norte,AC,Estadual,Urbana,Anos Iniciais,299,17,0.695,1,1,0,1,1,1,1,0,0.841,5.0,6.63
101006,Centro-Oeste,DF,Municipal,Rural,Anos Iniciais,220,13,0.704,0,0,0,1,1,1,1,0,0.956,2.97,6.35
101007,Sudeste,ES,Privada,Urbana,Ensino Médio,268,24,0.915,1,0,1,1,1,1,1,0,0.913,6.21,7.64
101008,Sudeste,SP,Municipal,Rural,Ensino Médio,590,30,0.655,0,1,0,0,1,0,0,0,0.889,4.34,6.59
101009,Centro-Oeste,MT,Municipal,Urbana,Ensino Médio,148,10,0.753,1,0,1,0,1,1,1,1,0.896,3.34,6.36
101010,Centro-Oeste,GO,Privada,Rural,Anos Iniciais,166,6,0.859,0,0,0,0,0,1,0,0,1.0,5.02,7.21
101011,Sudeste,SP,Estadual,Urbana,Anos Finais,492,24,0.854,1,0,0,1,1,1,1,0,0.801,5.69,6.7
101012,Nordeste,SE,Municipal,Urbana,Anos Finais,316,21,0.777,0,1,0,0,0,0,0,0,0.793,3.25,5.76
101013,Sudeste,RJ,Municipal,Rural,Anos Iniciais,529,30,0.702,1,0,0,0,0,1,1,0,0.931,3.11,6.03
101014,Norte,PA,Estadual,Urbana,Anos Iniciais,368,33,0.819,1,0,0,0,1,1,1,0,0.716,2.65,4.84
101015,Centro-Oeste,MS,Estadual,Urbana,Anos Finais,278,13,0.726,1,1,0,0,1,0,1,0,0.868,3.77,6.63
101016,Sudeste,MG,Estadual,Urbana,Anos Finais,132,11,0.772,0,1,0,1,1,1,1,0,0.696,3.88,6.1
101017,Sudeste,MG,Estadual,Urbana,Anos Iniciais,86,5,0.82,0,1,1,1,1,1,1,0,0.888,2.61,6.17
101018,Sul,PR,Municipal,Rural,Anos Finais,280,24,0.828,0,0,0,0,0,1,0,0,0.904,3.36,5.77
101019,Nordeste,PB,Municipal,Rural,Anos Iniciais,140,5,0.828,0,0,0,0,0,1,1,0,0.873,3.82,5.91
101020,Sudeste,MG,Privada,Urbana,Anos Iniciais,602,38,0.84,1,1,1,0,1,1,1,1,0.819,6.63,8.22
101021,Sudeste,SP,Federal,Urbana,Anos Finais,695,30,0.9,1,0,0,0,1,1,1,0,0.862,5.63,7.22
101022,Sul,PR,Privada,Urbana,Anos Iniciais,450,19,0.986,1,1,1,0,1,1,1,0,0.74,6.26,7.87
101023,Sudeste,SP,Municipal,Urbana,Anos Finais,375,25,0.838,0,1,0,1,1,1,1,0,0.809,4.58,6.9
101024,Sudeste,ES,Estadual,Urbana,Anos Finais,26,3,0.75,0,1,0,1,1,1,1,0,0.83,4.19,6.61
101025,Nordeste,BA,Estadual,Urbana,Anos Iniciais,105,4,0.803,1,0,0,0,1,1,1,0,0.893,4.3,7.02
101026,Sul,PR,Municipal,Urbana,Anos Iniciais,637,29,0.713,0,0,0,0,0,1,1,0,0.882,4.29,6.68
101027,Sudeste,RJ,Municipal,Rural,Anos Finais,154,7,0.726,0,0,0,0,1,0,1,0,0.988,3.73,5.51
101028,Sul,PR,Privada,Urbana,Anos Finais,401,26,0.834,1,0,0,1,1,1,1,0,1.0,7.0,8.36
101029,Sudeste,RJ,Municipal,Rural,Anos Iniciais,381,19,0.879,0,0,0,0,0,0,0,0,0.883,1.99,4.84
101030,Norte,TO,Municipal,Urbana,Anos Finais,144,14,0.634,1,0,0,0,0,0,1,0,0.772,3.22,6.33
101031,Sudeste,MG,Municipal,Rural,Anos Finais,623,66,0.727,0,0,1,0,1,0,1,0,0.926,3.02,5.94
101032,Sul,RS,Municipal,Rural,Anos Finais,358,15,0.666,0,0,0,1,1,1,0,1,0.801,3.61,6.19
101033,Centro-Oeste,DF,Municipal,Rural,Anos Iniciais,1043,57,0.666,1,0,0,0,1,1,1,1,1.0,1.47,5.8
101034,Nordeste,PI,Municipal,Urbana,Ensino Médio,85,4,0.777,0,0,0,1,1,1,1,0,0.976,4.37,6.73
101035,Centro-Oeste,GO,Estadual,Urbana,Anos Iniciais,869,63,0.745,1,0,0,0,1,0,1,0,0.755,5.75,6.97
101036,Sudeste,MG,Municipal,Urbana,Anos Finais,186,15,0.891,0,0,0,0,0,1,1,0,0.922,4.34,7.17
101037,Norte,AM,Municipal,Urbana,Ensino Médio,216,14,0.739,0,0,0,0,0,1,1,0,1.0,4.51,6.53
101038,Sudeste,MG,Privada,Urbana,Anos Finais,153,5,0.86,0,1,0,1,1,1,1,0,0.891,5.88,7.6
101039,Nordeste,PE,Municipal,Urbana,Anos Iniciais,43,3,0.759,0,0,1,0,1,1,0,0,0.825,4.09,6.79
101040,Sudeste,SP,Municipal,Rural,Ensino Médio,262,14,0.755,0,0,0,0,0,0,0,1,0.886,4.03,6.29
101041,Sudeste,ES,Municipal,Rural,Anos Iniciais,173,8,0.746,0,0,0,0,1,1,1,0,0.832,2.45,5.47
101042,Sudeste,SP,Estadual,Rural,Ensino Médio,128,6,0.769,1,0,0,0,0,0,1,0,0.956,2.06,5.83
101043,Nordeste,CE,Privada,Urbana,Ensino Médio,122,5,0.866,1,1,1,1,1,1,1,0,1.0,6.95,7.82
101044,Sul,PR,Municipal,Rural,Anos Finais,149,8,0.699,0,0,0,0,0,1,1,0,0.771,3.6,5.64
101045,Norte,TO,Municipal,Rural,Ensino Médio,324,21,0.935,1,0,0,0,0,0,1,0,0.851,3.09,5.55
101046,Centro-Oeste,MS,Privada,Urbana,Anos Iniciais,629,38,0.827,1,1,0,1,1,1,1,0,0.97,5.12,7.62
101047,Norte,AP,Municipal,Urbana,Anos Finais,629,41,0.757,0,0,0,0,1,0,1,0,0.798,4.54,6.0
101048,Norte,TO,Municipal,Urbana,Anos Iniciais,158,8,0.601,1,0,0,1,0,0,0,0,0.809,5.44,6.43
101049,Nordeste,SE,Municipal,Rural,Anos Iniciais,203,15,0.686,1,0,0,0,1,1,1,0,0.791,2.79,5.5
101050,Nordeste,SE,Municipal,Urbana,Anos Iniciais,372,46,0.699,0,0,0,1,1,0,0,0,0.994,3.99,6.58
101051,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,235,11,0.835,0,0,0,0,1,1,1,0,0.737,4.06,6.02
101052,Sudeste,RJ,Municipal,Urbana,Anos Finais,359,15,0.817,1,0,0,0,1,1,1,0,0.792,3.8,5.96
101053,Norte,TO,Municipal,Urbana,Anos Finais,256,17,0.63,1,1,1,0,0,1,1,0,0.794,4.32,6.26
101054,Sudeste,RJ,Estadual,Urbana,Ensino Médio,146,12,0.792,1,0,0,1,1,1,1,1,0.778,3.77,6.83
101055,Centro-Oeste,DF,Estadual,Urbana,Anos Finais,159,6,0.818,0,1,0,1,1,1,1,1,0.729,4.24,6.79
101056,Sudeste,SP,Municipal,Urbana,Ensino Médio,42,3,0.547,1,1,0,0,0,0,1,0,0.945,3.46,6.14
101057,Nordeste,PI,Municipal,Rural,Anos Iniciais,169,14,0.834,1,0,0,0,0,0,0,0,0.915,3.4,5.85
101058,Nordeste,PI,Estadual,Urbana,Anos Finais,588,28,0.822,1,0,1,0,1,1,1,0,0.847,4.97,7.07
101059,Sudeste,ES,Municipal,Rural,Anos Iniciais,190,21,0.798,0,1,0,1,0,0,1,0,0.886,2.2,5.37
101060,Nordeste,MA,Municipal,Urbana,Anos Iniciais,65,3,0.745,0,0,0,1,0,0,1,0,0.723,3.95,6.09
101061,Sudeste,SP,Estadual,Urbana,Anos Finais,552,38,0.962,0,1,0,1,1,1,1,0,0.859,4.61,6.39
101062,Nordeste,AL,Municipal,Rural,Ensino Médio,125,6,0.795,0,0,0,1,1,0,0,0,0.967,3.06,5.67
101063,Sudeste,MG,Privada,Urbana,Anos Finais,645,37,0.817,0,1,0,1,1,1,1,0,0.796,5.9,7.11
101064,Sudeste,RJ,Estadual,Urbana,Anos Finais,165,9,0.741,1,0,0,0,1,1,1,0,0.822,5.24,6.32
101065,Sudeste,ES,Estadual,Urbana,Anos Finais,184,9,0.813,1,1,1,1,1,1,1,0,0.929,4.53,7.32
101066,Sudeste,RJ,Municipal,Urbana,Anos Finais,52,3,0.749,1,1,0,1,0,1,1,0,0.722,5.06,7.22
101067,Nordeste,PI,Estadual,Urbana,Anos Iniciais,176,7,0.754,1,0,1,0,1,1,1,0,0.909,4.02,6.25
101068,Sudeste,SP,Privada,Rural,Anos Finais,441,24,0.98,0,0,1,1,1,0,1,1,0.963,4.85,7.54
101069,Sudeste,RJ,Estadual,Urbana,Ensino Médio,76,3,0.787,0,0,0,1,1,1,1,0,0.787,4.84,6.91
101070,Nordeste,PB,Municipal,Urbana,Anos Finais,89,5,0.606,0,0,1,1,0,1,1,0,0.924,3.24,5.86
101071,Sudeste,RJ,Municipal,Urbana,Anos Finais,304,22,0.751,0,1,0,1,0,0,1,1,0.749,3.6,5.59
101072,Sul,SC,Estadual,Urbana,Anos Iniciais,270,14,0.868,1,1,0,1,1,1,1,0,0.75,4.56,7.02
101073,Sul,PR,Municipal,Urbana,Anos Iniciais,1402,102,0.602,1,0,0,1,1,0,1,0,0.665,2.74,5.26
101074,Nordeste,BA,Privada,Urbana,Ensino Médio,961,39,0.928,0,1,1,1,1,1,1,1,0.808,6.96,7.75
101075,Sul,PR,Municipal,Rural,Ensino Médio,477,26,0.685,0,0,0,0,0,1,1,0,0.776,3.25,4.61
101076,Sudeste,RJ,Estadual,Urbana,Anos Finais,181,14,0.789,1,0,1,1,1,1,1,0,0.792,4.15,6.89
101077,Sudeste,ES,Estadual,Urbana,Anos Iniciais,663,30,0.885,0,0,0,1,1,1,1,0,0.823,3.1,6.23
101078,Sudeste,ES,Municipal,Urbana,Anos Iniciais,349,15,0.805,0,0,0,0,1,1,1,0,0.726,4.87,6.83
101079,Nordeste,MA,Municipal,Urbana,Anos Iniciais,109,4,0.883,1,1,0,0,1,0,1,0,0.783,3.48,5.69
101080,Centro-Oeste,GO,Municipal,Rural,Ensino Médio,696,39,0.794,0,0,1,0,0,0,0,0,0.875,3.78,5.79
101081,Sudeste,SP,Privada,Urbana,Anos Iniciais,521,26,0.971,0,1,0,1,1,1,1,1,0.956,6.46,8.61
101082,Sudeste,ES,Municipal,Rural,Anos Finais,50,3,0.566,0,1,0,0,1,1,0,0,0.952,2.18,6.0
101083,Sudeste,MG,Estadual,Urbana,Ensino Médio,491,28,0.782,0,1,0,0,0,0,1,0,0.834,4.09,6.11
101084,Sudeste,MG,Municipal,Urbana,Anos Iniciais,925,44,0.692,0,1,0,0,0,0,1,1,0.953,3.36,6.49
101085,Sudeste,SP,Estadual,Urbana,Anos Finais,434,28,0.874,0,1,1,1,1,1,1,0,1.0,4.78,6.99
101086,Nordeste,CE,Municipal,Rural,Anos Iniciais,188,13,0.814,0,0,1,1,0,1,1,0,0.811,2.48,5.14
101087,Sudeste,SP,Municipal,Urbana,Anos Finais,636,24,0.774,0,0,0,0,1,1,1,0,0.847,4.81,6.4
101088,Sudeste,RJ,Privada,Urbana,Anos Finais,344,15,0.854,1,1,1,1,1,1,1,0,0.88,7.0,8.18
101089,Nordeste,PB,Privada,Urbana,Anos Iniciais,396,23,0.763,1,0,0,1,1,1,1,0,1.0,6.02,7.81
101090,Sudeste,RJ,Municipal,Rural,Ensino Médio,1154,52,0.745,0,0,0,1,0,1,1,1,0.967,2.8,6.13
101091,Sul,PR,Estadual,Urbana,Anos Iniciais,712,36,0.791,1,0,1,1,0,1,1,0,0.848,3.65,6.14
101092,Nordeste,PE,Municipal,Rural,Anos Iniciais,737,33,0.733,0,0,0,0,1,1,1,1,0.809,3.3,6.9
101093,Sul,SC,Privada,Urbana,Ensino Médio,1065,75,0.865,1,1,0,1,1,1,1,0,0.91,7.0,7.97
101094,Nordeste,SE,Municipal,Rural,Anos Iniciais,156,6,0.711,0,0,0,0,0,0,0,0,0.841,3.36,5.61
101095,Sul,SC,Municipal,Urbana,Ensino Médio,301,16,0.745,0,0,0,0,1,1,1,0,0.899,2.41,5.84
101096,Sudeste,SP,Municipal,Urbana,Anos Finais,320,17,0.67,0,0,0,0,1,1,1,0,0.928,4.8,6.87
101097,Sudeste,ES,Privada,Urbana,Ensino Médio,500,35,0.941,1,1,0,1,1,1,1,0,0.942,5.48,8.1
101098,Sudeste,SP,Estadual,Urbana,Anos Iniciais,499,28,0.772,0,0,1,1,0,1,1,0,0.748,4.12,6.29
101099,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,195,8,0.731,0,1,1,0,0,1,0,0,0.833,4.83,6.15
101100,Sudeste,MG,Federal,Urbana,Ensino Médio,91,6,0.932,1,1,1,1,1,1,1,0,0.931,6.76,8.2
101101,Nordeste,RN,Municipal,Rural,Anos Iniciais,702,59,0.593,0,0,0,1,0,1,0,0,0.884,3.79,5.35
101102,Sudeste,ES,Municipal,Urbana,Anos Finais,137,7,0.681,0,1,0,0,1,1,1,0,0.93,4.29,6.67
101103,Sudeste,SP,Estadual,Urbana,Anos Finais,199,9,0.732,1,1,0,1,1,0,1,0,0.79,3.64,6.61
101104,Sudeste,ES,Privada,Urbana,Ensino Médio,1011,74,0.932,1,1,0,1,1,1,1,0,0.792,4.8,7.02
101105,Sul,RS,Municipal,Urbana,Anos Finais,95,7,0.769,1,1,0,0,0,1,1,0,0.891,3.26,5.92
101106,Nordeste,CE,Estadual,Urbana,Ensino Médio,86,3,0.78,0,1,0,0,1,1,1,0,0.614,3.62,5.58
101107,Sudeste,ES,Municipal,Urbana,Anos Iniciais,418,27,0.617,0,1,0,0,0,0,1,1,0.854,4.76,7.22
101108,Norte,RO,Municipal,Rural,Anos Finais,67,4,0.621,0,0,0,1,1,0,1,0,0.749,2.93,5.39
101109,Nordeste,PB,Privada,Urbana,Anos Finais,301,17,0.95,1,0,0,1,1,1,1,0,0.926,4.93,7.1
101110,Sudeste,RJ,Municipal,Rural,Anos Finais,460,32,0.737,0,1,0,0,1,1,1,0,0.899,3.3,6.45
101111,Sudeste,MG,Municipal,Urbana,Ensino Médio,109,5,0.732,0,0,0,1,1,0,1,0,0.863,3.47,6.01
101112,Nordeste,AL,Municipal,Urbana,Ensino Médio,211,8,0.8,1,0,0,1,1,1,0,1,0.85,3.49,7.17
101113,Sudeste,RJ,Estadual,Urbana,Ensino Médio,115,6,0.897,0,0,0,1,1,1,1,0,0.777,4.4,5.96
101114,Sudeste,ES,Estadual,Urbana,Ensino Médio,213,14,0.863,0,0,1,1,1,1,1,0,0.83,3.67,6.06
101115,Sudeste,RJ,Estadual,Rural,Anos Finais,79,3,0.742,0,0,1,1,0,0,0,0,0.794,4.11,6.01
101116,Nordeste,CE,Municipal,Urbana,Anos Iniciais,156,13,0.894,0,1,1,1,1,1,1,0,0.8,3.45,6.03
101117,Centro-Oeste,MT,Estadual,Urbana,Anos Finais,185,8,0.843,1,1,1,1,0,1,1,1,0.8,4.21,6.54
101118,Nordeste,PE,Municipal,Rural,Anos Iniciais,100,4,0.795,1,0,0,0,1,1,1,0,0.73,3.1,5.77
101119,Sudeste,ES,Estadual,Urbana,Anos Iniciais,171,9,0.797,1,1,1,1,1,1,1,0,0.909,5.18,7.93
101120,Sudeste,SP,Municipal,Urbana,Anos Finais,237,9,0.659,1,1,0,0,1,1,1,0,0.784,2.49,5.8
101121,Nordeste,PE,Municipal,Urbana,Anos Iniciais,187,14,0.715,0,1,0,0,1,1,1,0,0.944,4.12,6.83
101122,Sul,RS,Municipal,Urbana,Ensino Médio,553,29,0.829,0,0,0,0,1,1,1,0,0.813,4.53,6.18
101123,Sul,RS,Estadual,Urbana,Ensino Médio,190,8,0.928,0,1,1,1,1,1,1,0,0.754,3.65,6.19
101124,Sul,PR,Municipal,Urbana,Ensino Médio,396,31,0.887,0,0,0,0,0,1,1,0,0.882,5.0,6.52
101125,Nordeste,MA,Estadual,Rural,Anos Iniciais,273,32,0.842,0,0,0,1,1,0,0,0,0.801,4.35,6.34
101126,Sul,PR,Municipal,Rural,Ensino Médio,110,6,0.728,0,0,0,0,1,0,0,0,0.858,3.72,5.94
101127,Sudeste,RJ,Municipal,Rural,Anos Finais,111,6,0.66,0,0,1,0,0,1,1,0,0.835,3.33,5.86
101128,Sudeste,MG,Municipal,Urbana,Anos Iniciais,110,5,0.821,0,0,1,1,0,1,1,0,0.76,3.53,6.5
101129,Sudeste,SP,Municipal,Rural,Anos Iniciais,204,10,0.731,0,1,0,0,1,1,1,0,0.814,2.88,5.87
101130,Sudeste,MG,Privada,Urbana,Anos Iniciais,188,10,0.869,0,0,0,0,1,1,1,0,0.806,6.15,6.88
101131,Centro-Oeste,GO,Estadual,Urbana,Anos Finais,171,10,0.896,1,1,1,0,1,1,1,0,0.92,3.14,6.47
101132,Sudeste,ES,Estadual,Urbana,Anos Iniciais,154,6,0.822,1,1,1,0,1,1,1,1,0.855,4.0,7.36
101133,Nordeste,AL,Privada,Urbana,Ensino Médio,170,8,0.922,1,1,1,1,1,1,1,0,0.959,4.54,7.12
101134,Nordeste,MA,Privada,Urbana,Anos Iniciais,276,12,1.0,1,1,1,0,1,1,1,0,0.809,6.24,7.46
101135,Sul,SC,Estadual,Urbana,Anos Iniciais,471,33,0.837,0,1,0,1,1,1,1,0,0.843,3.8,6.19
101136,Sudeste,ES,Municipal,Urbana,Ensino Médio,127,6,0.679,1,0,0,0,1,1,1,0,0.711,3.52,6.08
101137,Nordeste,CE,Estadual,Urbana,Anos Finais,49,3,0.842,1,1,1,1,0,1,1,1,0.846,4.39,7.65
101138,Nordeste,RN,Municipal,Urbana,Anos Iniciais,276,13,0.516,1,0,1,0,1,1,1,0,0.84,4.07,6.31
101139,Sudeste,ES,Estadual,Urbana,Ensino Médio,420,17,0.923,1,0,1,1,1,1,1,0,0.764,5.77,6.8
101140,Nordeste,CE,Estadual,Urbana,Ensino Médio,107,7,0.812,0,1,1,1,0,1,1,0,0.941,4.95,6.95
101141,Sudeste,SP,Municipal,Urbana,Anos Finais,253,21,0.714,1,0,0,1,1,0,1,0,1.0,3.99,6.57
101142,Sudeste,RJ,Municipal,Urbana,Ensino Médio,124,6,0.713,0,1,0,0,1,1,1,0,0.798,4.18,6.34
101143,Nordeste,BA,Municipal,Rural,Anos Finais,273,14,0.724,0,1,0,0,0,0,1,0,0.788,2.44,5.05
101144,Nordeste,SE,Municipal,Rural,Anos Iniciais,167,8,0.779,1,1,0,0,0,1,1,1,0.841,3.68,5.94
101145,Nordeste,RN,Municipal,Rural,Anos Finais,224,16,0.525,0,0,0,0,0,0,1,0,0.88,2.85,5.5
101146,Sudeste,SP,Municipal,Rural,Anos Iniciais,364,25,0.792,0,0,0,0,0,1,1,1,0.839,3.58,5.79
101147,Sul,SC,Estadual,Urbana,Anos Finais,199,10,0.802,1,1,0,1,1,0,1,0,0.816,4.23,7.16
101148,Sudeste,MG,Municipal,Rural,Ensino Médio,582,24,0.743,0,0,1,0,0,1,0,0,0.708,2.23,4.94
101149,Sudeste,SP,Municipal,Urbana,Anos Iniciais,54,3,0.714,1,0,0,0,1,1,1,1,0.866,3.76,7.43
101150,Sudeste,SP,Municipal,Rural,Ensino Médio,405,17,0.873,0,0,0,1,1,0,0,0,0.742,3.62,5.59
101151,Sul,SC,Estadual,Urbana,Anos Iniciais,72,3,0.866,0,1,1,0,1,1,1,0,0.913,3.73,6.89
101152,Sul,RS,Estadual,Urbana,Anos Finais,908,40,0.836,1,1,0,0,1,1,1,0,0.855,4.34,6.54
101153,Sudeste,SP,Privada,Urbana,Anos Finais,359,19,0.911,1,0,0,0,1,1,1,0,0.85,5.25,6.99
101154,Sudeste,ES,Estadual,Urbana,Anos Iniciais,303,19,0.886,1,1,1,0,1,1,1,0,0.766,3.68,6.76
101155,Centro-Oeste,MS,Municipal,Urbana,Anos Finais,337,18,0.677,0,1,1,0,0,1,0,0,0.987,4.38,6.56
